dataset,person_name,image_filename,relative_path
LFW,Ariel_Sharon,Ariel_Sharon_009.jpg,balanced_lfw/Ariel_Sharon/Ariel_Sharon_009.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_000.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_000.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_001.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_001.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_002.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_002.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_003.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_003.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_004.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_004.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_005.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_005.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_006.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_006.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_007.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_007.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_008.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_008.jpg
LFW,Arnold_Schwarzenegger,Arnold_Schwarzenegger_009.jpg,balanced_lfw/Arnold_Schwarzenegger/Arnold_Schwarzenegger_009.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_000.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_000.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_001.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_001.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_002.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_002.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_003.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_003.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_004.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_004.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_005.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_005.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_006.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_006.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_007.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_007.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_008.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_008.jpg
LFW,Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee_009.jpg,balanced_lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_009.jpg
LFW,Bill_Clinton,Bill_Clinton_000.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_000.jpg
LFW,Bill_Clinton,Bill_Clinton_001.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_001.jpg
LFW,Bill_Clinton,Bill_Clinton_002.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_002.jpg
LFW,Bill_Clinton,Bill_Clinton_003.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_003.jpg
LFW,Bill_Clinton,Bill_Clinton_004.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_004.jpg
LFW,Bill_Clinton,Bill_Clinton_005.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_005.jpg
LFW,Bill_Clinton,Bill_Clinton_006.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_006.jpg
LFW,Bill_Clinton,Bill_Clinton_007.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_007.jpg
LFW,Bill_Clinton,Bill_Clinton_008.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_008.jpg
LFW,Bill_Clinton,Bill_Clinton_009.jpg,balanced_lfw/Bill_Clinton/Bill_Clinton_009.jpg
LFW,Colin_Powell,Colin_Powell_000.jpg,balanced_lfw/Colin_Powell/Colin_Powell_000.jpg
LFW,Colin_Powell,Colin_Powell_001.jpg,balanced_lfw/Colin_Powell/Colin_Powell_001.jpg
LFW,Colin_Powell,Colin_Powell_002.jpg,balanced_lfw/Colin_Powell/Colin_Powell_002.jpg
LFW,Colin_Powell,Colin_Powell_003.jpg,balanced_lfw/Colin_Powell/Colin_Powell_003.jpg
LFW,Colin_Powell,Colin_Powell_004.jpg,balanced_lfw/Colin_Powell/Colin_Powell_004.jpg
LFW,Colin_Powell,Colin_Powell_005.jpg,balanced_lfw/Colin_Powell/Colin_Powell_005.jpg
LFW,Colin_Powell,Colin_Powell_006.jpg,balanced_lfw/Colin_Powell/Colin_Powell_006.jpg
LFW,Colin_Powell,Colin_Powell_007.jpg,balanced_lfw/Colin_Powell/Colin_Powell_007.jpg
LFW,Colin_Powell,Colin_Powell_008.jpg,balanced_lfw/Colin_Powell/Colin_Powell_008.jpg
LFW,Colin_Powell,Colin_Powell_009.jpg,balanced_lfw/Colin_Powell/Colin_Powell_009.jpg
LFW,David_Beckham,David_Beckham_000.jpg,balanced_lfw/David_Beckham/David_Beckham_000.jpg
LFW,David_Beckham,David_Beckham_001.jpg,balanced_lfw/David_Beckham/David_Beckham_001.jpg
LFW,David_Beckham,David_Beckham_002.jpg,balanced_lfw/David_Beckham/David_Beckham_002.jpg
LFW,David_Beckham,David_Beckham_003.jpg,balanced_lfw/David_Beckham/David_Beckham_003.jpg
LFW,David_Beckham,David_Beckham_004.jpg,balanced_lfw/David_Beckham/David_Beckham_004.jpg
LFW,David_Beckham,David_Beckham_005.jpg,balanced_lfw/David_Beckham/David_Beckham_005.jpg
LFW,David_Beckham,David_Beckham_006.jpg,balanced_lfw/David_Beckham/David_Beckham_006.jpg
LFW,David_Beckham,David_Beckham_007.jpg,balanced_lfw/David_Beckham/David_Beckham_007.jpg
LFW,David_Beckham,David_Beckham_008.jpg,balanced_lfw/David_Beckham/David_Beckham_008.jpg
LFW,David_Beckham,David_Beckham_009.jpg,balanced_lfw/David_Beckham/David_Beckham_009.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_000.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_000.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_001.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_001.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_002.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_002.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_003.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_003.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_004.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_004.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_005.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_005.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_006.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_006.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_007.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_007.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_008.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_008.jpg
LFW,Donald_Rumsfeld,Donald_Rumsfeld_009.jpg,balanced_lfw/Donald_Rumsfeld/Donald_Rumsfeld_009.jpg
LFW,George_Robertson,George_Robertson_000.jpg,balanced_lfw/George_Robertson/George_Robertson_000.jpg
LFW,George_Robertson,George_Robertson_001.jpg,balanced_lfw/George_Robertson/George_Robertson_001.jpg
LFW,George_Robertson,George_Robertson_002.jpg,balanced_lfw/George_Robertson/George_Robertson_002.jpg
LFW,George_Robertson,George_Robertson_003.jpg,balanced_lfw/George_Robertson/George_Robertson_003.jpg
LFW,George_Robertson,George_Robertson_004.jpg,balanced_lfw/George_Robertson/George_Robertson_004.jpg
LFW,George_Robertson,George_Robertson_005.jpg,balanced_lfw/George_Robertson/George_Robertson_005.jpg
LFW,George_Robertson,George_Robertson_006.jpg,balanced_lfw/George_Robertson/George_Robertson_006.jpg
LFW,George_Robertson,George_Robertson_007.jpg,balanced_lfw/George_Robertson/George_Robertson_007.jpg
LFW,George_Robertson,George_Robertson_008.jpg,balanced_lfw/George_Robertson/George_Robertson_008.jpg
LFW,George_Robertson,George_Robertson_009.jpg,balanced_lfw/George_Robertson/George_Robertson_009.jpg
LFW,George_W_Bush,George_W_Bush_000.jpg,balanced_lfw/George_W_Bush/George_W_Bush_000.jpg
LFW,George_W_Bush,George_W_Bush_001.jpg,balanced_lfw/George_W_Bush/George_W_Bush_001.jpg
LFW,George_W_Bush,George_W_Bush_002.jpg,balanced_lfw/George_W_Bush/George_W_Bush_002.jpg
LFW,George_W_Bush,George_W_Bush_003.jpg,balanced_lfw/George_W_Bush/George_W_Bush_003.jpg
LFW,George_W_Bush,George_W_Bush_004.jpg,balanced_lfw/George_W_Bush/George_W_Bush_004.jpg
LFW,George_W_Bush,George_W_Bush_005.jpg,balanced_lfw/George_W_Bush/George_W_Bush_005.jpg
LFW,George_W_Bush,George_W_Bush_006.jpg,balanced_lfw/George_W_Bush/George_W_Bush_006.jpg
LFW,George_W_Bush,George_W_Bush_007.jpg,balanced_lfw/George_W_Bush/George_W_Bush_007.jpg
LFW,George_W_Bush,George_W_Bush_008.jpg,balanced_lfw/George_W_Bush/George_W_Bush_008.jpg
LFW,George_W_Bush,George_W_Bush_009.jpg,balanced_lfw/George_W_Bush/George_W_Bush_009.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_000.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_000.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_001.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_001.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_002.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_002.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_003.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_003.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_004.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_004.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_005.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_005.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_006.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_006.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_007.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_007.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_008.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_008.jpg
LFW,Gerhard_Schroeder,Gerhard_Schroeder_009.jpg,balanced_lfw/Gerhard_Schroeder/Gerhard_Schroeder_009.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_000.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_000.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_001.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_001.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_002.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_002.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_003.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_003.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_004.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_004.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_005.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_005.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_006.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_006.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_007.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_007.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_008.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_008.jpg
LFW,Gloria_Macapagal_Arroyo,Gloria_Macapagal_Arroyo_009.jpg,balanced_lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_009.jpg
LFW,Gray_Davis,Gray_Davis_000.jpg,balanced_lfw/Gray_Davis/Gray_Davis_000.jpg
LFW,Gray_Davis,Gray_Davis_001.jpg,balanced_lfw/Gray_Davis/Gray_Davis_001.jpg
LFW,Gray_Davis,Gray_Davis_002.jpg,balanced_lfw/Gray_Davis/Gray_Davis_002.jpg
LFW,Gray_Davis,Gray_Davis_003.jpg,balanced_lfw/Gray_Davis/Gray_Davis_003.jpg
LFW,Gray_Davis,Gray_Davis_004.jpg,balanced_lfw/Gray_Davis/Gray_Davis_004.jpg
LFW,Gray_Davis,Gray_Davis_005.jpg,balanced_lfw/Gray_Davis/Gray_Davis_005.jpg
LFW,Gray_Davis,Gray_Davis_006.jpg,balanced_lfw/Gray_Davis/Gray_Davis_006.jpg
LFW,Gray_Davis,Gray_Davis_007.jpg,balanced_lfw/Gray_Davis/Gray_Davis_007.jpg
LFW,Gray_Davis,Gray_Davis_008.jpg,balanced_lfw/Gray_Davis/Gray_Davis_008.jpg
LFW,Gray_Davis,Gray_Davis_009.jpg,balanced_lfw/Gray_Davis/Gray_Davis_009.jpg
LFW,Guillermo_Coria,Guillermo_Coria_000.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_000.jpg
LFW,Guillermo_Coria,Guillermo_Coria_001.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_001.jpg
LFW,Guillermo_Coria,Guillermo_Coria_002.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_002.jpg
LFW,Guillermo_Coria,Guillermo_Coria_003.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_003.jpg
LFW,Guillermo_Coria,Guillermo_Coria_004.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_004.jpg
LFW,Guillermo_Coria,Guillermo_Coria_005.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_005.jpg
LFW,Guillermo_Coria,Guillermo_Coria_006.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_006.jpg
LFW,Guillermo_Coria,Guillermo_Coria_007.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_007.jpg
LFW,Guillermo_Coria,Guillermo_Coria_008.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_008.jpg
LFW,Guillermo_Coria,Guillermo_Coria_009.jpg,balanced_lfw/Guillermo_Coria/Guillermo_Coria_009.jpg
LFW,Hans_Blix,Hans_Blix_000.jpg,balanced_lfw/Hans_Blix/Hans_Blix_000.jpg
LFW,Hans_Blix,Hans_Blix_001.jpg,balanced_lfw/Hans_Blix/Hans_Blix_001.jpg
LFW,Hans_Blix,Hans_Blix_002.jpg,balanced_lfw/Hans_Blix/Hans_Blix_002.jpg
LFW,Hans_Blix,Hans_Blix_003.jpg,balanced_lfw/Hans_Blix/Hans_Blix_003.jpg
LFW,Hans_Blix,Hans_Blix_004.jpg,balanced_lfw/Hans_Blix/Hans_Blix_004.jpg
LFW,Hans_Blix,Hans_Blix_005.jpg,balanced_lfw/Hans_Blix/Hans_Blix_005.jpg
LFW,Hans_Blix,Hans_Blix_006.jpg,balanced_lfw/Hans_Blix/Hans_Blix_006.jpg
LFW,Hans_Blix,Hans_Blix_007.jpg,balanced_lfw/Hans_Blix/Hans_Blix_007.jpg
LFW,Hans_Blix,Hans_Blix_008.jpg,balanced_lfw/Hans_Blix/Hans_Blix_008.jpg
LFW,Hans_Blix,Hans_Blix_009.jpg,balanced_lfw/Hans_Blix/Hans_Blix_009.jpg
LFW,Hugo_Chavez,Hugo_Chavez_000.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_000.jpg
LFW,Hugo_Chavez,Hugo_Chavez_001.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_001.jpg
LFW,Hugo_Chavez,Hugo_Chavez_002.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_002.jpg
LFW,Hugo_Chavez,Hugo_Chavez_003.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_003.jpg
LFW,Hugo_Chavez,Hugo_Chavez_004.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_004.jpg
LFW,Hugo_Chavez,Hugo_Chavez_005.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_005.jpg
LFW,Hugo_Chavez,Hugo_Chavez_006.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_006.jpg
LFW,Hugo_Chavez,Hugo_Chavez_007.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_007.jpg
LFW,Hugo_Chavez,Hugo_Chavez_008.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_008.jpg
LFW,Hugo_Chavez,Hugo_Chavez_009.jpg,balanced_lfw/Hugo_Chavez/Hugo_Chavez_009.jpg
LFW,Jack_Straw,Jack_Straw_000.jpg,balanced_lfw/Jack_Straw/Jack_Straw_000.jpg
LFW,Jack_Straw,Jack_Straw_001.jpg,balanced_lfw/Jack_Straw/Jack_Straw_001.jpg
LFW,Jack_Straw,Jack_Straw_002.jpg,balanced_lfw/Jack_Straw/Jack_Straw_002.jpg
LFW,Jack_Straw,Jack_Straw_003.jpg,balanced_lfw/Jack_Straw/Jack_Straw_003.jpg
LFW,Jack_Straw,Jack_Straw_004.jpg,balanced_lfw/Jack_Straw/Jack_Straw_004.jpg
LFW,Jack_Straw,Jack_Straw_005.jpg,balanced_lfw/Jack_Straw/Jack_Straw_005.jpg
LFW,Jack_Straw,Jack_Straw_006.jpg,balanced_lfw/Jack_Straw/Jack_Straw_006.jpg
LFW,Jack_Straw,Jack_Straw_007.jpg,balanced_lfw/Jack_Straw/Jack_Straw_007.jpg
LFW,Jack_Straw,Jack_Straw_008.jpg,balanced_lfw/Jack_Straw/Jack_Straw_008.jpg
LFW,Jack_Straw,Jack_Straw_009.jpg,balanced_lfw/Jack_Straw/Jack_Straw_009.jpg
LFW,Jacques_Chirac,Jacques_Chirac_000.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_000.jpg
LFW,Jacques_Chirac,Jacques_Chirac_001.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_001.jpg
LFW,Jacques_Chirac,Jacques_Chirac_002.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_002.jpg
LFW,Jacques_Chirac,Jacques_Chirac_003.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_003.jpg
LFW,Jacques_Chirac,Jacques_Chirac_004.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_004.jpg
LFW,Jacques_Chirac,Jacques_Chirac_005.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_005.jpg
LFW,Jacques_Chirac,Jacques_Chirac_006.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_006.jpg
LFW,Jacques_Chirac,Jacques_Chirac_007.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_007.jpg
LFW,Jacques_Chirac,Jacques_Chirac_008.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_008.jpg
LFW,Jacques_Chirac,Jacques_Chirac_009.jpg,balanced_lfw/Jacques_Chirac/Jacques_Chirac_009.jpg
LFW,Jean_Chretien,Jean_Chretien_000.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_000.jpg
LFW,Jean_Chretien,Jean_Chretien_001.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_001.jpg
LFW,Jean_Chretien,Jean_Chretien_002.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_002.jpg
LFW,Jean_Chretien,Jean_Chretien_003.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_003.jpg
LFW,Jean_Chretien,Jean_Chretien_004.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_004.jpg
LFW,Jean_Chretien,Jean_Chretien_005.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_005.jpg
LFW,Jean_Chretien,Jean_Chretien_006.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_006.jpg
LFW,Jean_Chretien,Jean_Chretien_007.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_007.jpg
LFW,Jean_Chretien,Jean_Chretien_008.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_008.jpg
LFW,Jean_Chretien,Jean_Chretien_009.jpg,balanced_lfw/Jean_Chretien/Jean_Chretien_009.jpg
LFW,Jennifer_Capriati,Jennifer_Capriati_000.jpg,balanced_lfw/Jennifer_Capriati/Jennifer_Capriati_000.jpg
LFW,Jennifer_Capriati,Jennifer_Capriati_001.jpg,balanced_lfw/Jennifer_Capriati/Jennifer_Capriati_001.jpg
LFW,Jennifer_Capriati,Jennifer_Capriati_002.jpg,balanced_lfw/Jennifer_Capriati/Jennifer_Capriati_002.jpg
LFW,Jennifer_Capriati,Jennifer_Capriati_003.jpg,balanced_lfw/Jennifer_Capriati/Jennifer_Capriati_003.jpg
LFW,Jennifer_Capriati,Jennifer_Capriati_004.jpg,balanced_lfw/Jennifer_Capriati/Jennifer_Capriati_004.jpg
